RPS,Ion,,Expected downtime (days),,,,,,,,,Ion,RPS,Expected downtime (days),Availability,,,
s_parts=137,s_parts=4,33888.65299,33.88865299,,,,,,,,,4,137,33.88865299,99.77%,,,
s_parts=136,s_parts=4,33950.77329,33.95077329,,,,,,,,,4,136,33.95077329,99.77%,,,
s_parts=135,s_parts=4,34036.30728,34.03630728,,,,,,,,,4,135,34.03630728,99.77%,,,
s_parts=122,s_parts=10,34141.8676,34.1418676,,,,,,,,,10,122,34.1418676,99.77%,,,
s_parts=122,s_parts=9,34142.1099,34.1421099,,,,,,,,,9,122,34.1421099,99.77%,,,
s_parts=122,s_parts=8,34144.65008,34.14465008,,,,,,,,,8,122,34.14465008,99.77%,,,
s_parts=134,s_parts=4,34153.26968,34.15326968,,,,,,,,,4,134,34.15326968,99.77%,,,
s_parts=122,s_parts=7,34168.89277,34.16889277,,,,,,,,,7,122,34.16889277,99.77%,,,
s_parts=133,s_parts=4,34312.10404,34.31210404,,,,,,,,,4,133,34.31210404,99.76%,,,
s_parts=122,s_parts=6,34377.53668,34.37753668,,,,,,,,,6,122,34.37753668,99.76%,,,
s_parts=132,s_parts=4,34526.30532,34.52630532,,,,,,,,,4,132,34.52630532,99.76%,,,
s_parts=131,s_parts=4,34813.1641,34.8131641,,,,,,,,,4,131,34.8131641,99.76%,,,
s_parts=130,s_parts=4,35194.6445,35.1946445,,,,,,,,,4,130,35.1946445,99.76%,,,
s_parts=129,s_parts=4,35698.40521,35.69840521,,,,,,,,,4,129,35.69840521,99.76%,,,
s_parts=122,s_parts=5,35978.37107,35.97837107,,,,,,,,,5,122,35.97837107,99.75%,,,
s_parts=128,s_parts=4,36358.96914,36.35896914,,,,,,,,,4,128,36.35896914,99.75%,,,
s_parts=127,s_parts=4,37219.04159,37.21904159,,,,,,,,,4,127,37.21904159,99.75%,,,
s_parts=121,s_parts=10,37767.83646,37.76783646,,,,,,,,,10,121,37.76783646,99.74%,,,
s_parts=121,s_parts=9,37768.07813,37.76807813,,,,,,,,,9,121,37.76807813,99.74%,,,
s_parts=121,s_parts=8,37770.61236,37.77061236,,,,,,,,,8,121,37.77061236,99.74%,,,
s_parts=121,s_parts=7,37794.80463,37.79480463,,,,,,,,,7,121,37.79480463,99.74%,,,
s_parts=121,s_parts=6,38003.06873,38.00306873,,,,,,,,,6,121,38.00306873,99.74%,,,
s_parts=126,s_parts=4,38330.96948,38.33096948,,,,,,,,,4,126,38.33096948,99.74%,,,
s_parts=121,s_parts=5,39601.40019,39.60140019,,,,,,,,,5,121,39.60140019,99.73%,,,
s_parts=125,s_parts=4,39758.32487,39.75832487,,,,,,,,,4,125,39.75832487,99.73%,,,
s_parts=124,s_parts=4,41577.58523,41.57758523,,,,,,,,,4,124,41.57758523,99.72%,,,
s_parts=120,s_parts=10,42258.8958,42.2588958,,,,,,,,,10,120,42.2588958,99.71%,,,
s_parts=120,s_parts=9,42259.13671,42.25913671,,,,,,,,,9,120,42.25913671,99.71%,,,
s_parts=120,s_parts=8,42261.6637,42.2616637,,,,,,,,,8,120,42.2616637,99.71%,,,
s_parts=120,s_parts=7,42285.7945,42.2857945,,,,,,,,,7,120,42.2857945,99.71%,,,
s_parts=120,s_parts=6,42493.59458,42.49359458,,,,,,,,,6,120,42.49359458,99.71%,,,
s_parts=123,s_parts=4,43879.87014,43.87987014,,,,,,,,,4,123,43.87987014,99.70%,,,
s_parts=120,s_parts=5,44088.86133,44.08886133,,,,,,,,,5,120,44.08886133,99.70%,,,
s_parts=122,s_parts=4,46772.68061,46.77268061,,,,,,,,,4,122,46.77268061,99.68%,,,
s_parts=119,s_parts=10,47781.73903,47.78173903,,,,,,,,,10,119,47.78173903,99.67%,,,
s_parts=119,s_parts=9,47781.97901,47.78197901,,,,,,,,,9,119,47.78197901,99.67%,,,
s_parts=119,s_parts=8,47784.49727,47.78449727,,,,,,,,,8,119,47.78449727,99.67%,,,
s_parts=119,s_parts=7,47808.55369,47.80855369,,,,,,,,,7,119,47.80855369,99.67%,,,
s_parts=119,s_parts=6,48015.79108,48.01579108,,,,,,,,,6,119,48.01579108,99.67%,,,
s_parts=119,s_parts=5,49607.33304,49.60733304,,,,,,,,,5,119,49.60733304,99.66%,,,
s_parts=121,s_parts=4,50381.57297,50.38157297,,,,,,,,,4,121,50.38157297,99.65%,,,
s_parts=118,s_parts=10,54524.9412,54.5249412,,,,,,,,,10,118,54.5249412,99.63%,,,
s_parts=118,s_parts=9,54525.18007,54.52518007,,,,,,,,,9,118,54.52518007,99.63%,,,
s_parts=118,s_parts=8,54527.68786,54.52768786,,,,,,,,,8,118,54.52768786,99.63%,,,
s_parts=118,s_parts=7,54551.65497,54.55165497,,,,,,,,,7,118,54.55165497,99.63%,,,
s_parts=118,s_parts=6,54758.21511,54.75821511,,,,,,,,,6,118,54.75821511,99.62%,,,
s_parts=120,s_parts=4,54851.68556,54.85168556,,,,,,,,,4,120,54.85168556,99.62%,,,
s_parts=118,s_parts=5,56345.26367,56.34526367,,,,,,,,,5,118,56.34526367,99.61%,,,
s_parts=119,s_parts=4,60349.02389,60.34902389,,,,,,,,,4,119,60.34902389,99.59%,,,
s_parts=117,s_parts=10,62699.44036,62.69944036,,,,,,,,,10,117,62.69944036,99.57%,,,
s_parts=117,s_parts=9,62699.67793,62.69967793,,,,,,,,,9,117,62.69967793,99.57%,,,
s_parts=117,s_parts=8,62702.17327,62.70217327,,,,,,,,,8,117,62.70217327,99.57%,,,
s_parts=117,s_parts=7,62726.03393,62.72603393,,,,,,,,,7,117,62.72603393,99.57%,,,
s_parts=117,s_parts=6,62931.78505,62.93178505,,,,,,,,,6,117,62.93178505,99.57%,,,
s_parts=117,s_parts=5,64513.45328,64.51345328,,,,,,,,,5,117,64.51345328,99.56%,,,
s_parts=118,s_parts=4,67061.40036,67.06140036,,,,,,,,,4,118,67.06140036,99.54%,,,
s_parts=116,s_parts=10,72538.44989,72.53844989,,,,,,,,,10,116,72.53844989,99.50%,,,
s_parts=116,s_parts=9,72538.68591,72.53868591,,,,,,,,,9,116,72.53868591,99.50%,,,
s_parts=116,s_parts=8,72541.16656,72.54116656,,,,,,,,,8,116,72.54116656,99.50%,,,
s_parts=116,s_parts=7,72564.90131,72.56490131,,,,,,,,,7,116,72.56490131,99.50%,,,
s_parts=116,s_parts=6,72769.69327,72.76969327,,,,,,,,,6,116,72.76969327,99.50%,,,
s_parts=116,s_parts=5,74344.96718,74.34496718,,,,,,,,,5,116,74.34496718,99.49%,,,
s_parts=117,s_parts=4,75198.91845,75.19891845,,,,,,,,,4,117,75.19891845,99.48%,,,
s_parts=115,s_parts=10,84296.69629,84.29669629,,,,,,,,,10,115,84.29669629,99.42%,,,
s_parts=115,s_parts=9,84296.93051,84.29693051,,,,,,,,,9,115,84.29693051,99.42%,,,
s_parts=115,s_parts=8,84299.39396,84.29939396,,,,,,,,,8,115,84.29939396,99.42%,,,
s_parts=115,s_parts=7,84322.98093,84.32298093,,,,,,,,,7,115,84.32298093,99.42%,,,
s_parts=115,s_parts=6,84526.64423,84.52664423,,,,,,,,,6,115,84.52664423,99.42%,,,
s_parts=116,s_parts=4,84993.8908,84.9938908,,,,,,,,,4,116,84.9938908,99.42%,,,
s_parts=115,s_parts=5,86094.3754,86.0943754,,,,,,,,,5,115,86.0943754,99.41%,,,
s_parts=115,s_parts=4,96700.08607,96.70008607,,,,,,,,,4,115,96.70008607,99.34%,,,
s_parts=193,s_parts=3,96796.3144,96.7963144,,,,,,,,,3,193,96.7963144,99.34%,,,
s_parts=194,s_parts=3,96796.3144,96.7963144,,,,,,,,,3,194,96.7963144,99.34%,,,
s_parts=195,s_parts=3,96796.3144,96.7963144,,,,,,,,,3,195,96.7963144,99.34%,,,
s_parts=196,s_parts=3,96796.3144,96.7963144,,,,,,,,,3,196,96.7963144,99.34%,,,
s_parts=197,s_parts=3,96796.3144,96.7963144,,,,,,,,,3,197,96.7963144,99.34%,,,
s_parts=198,s_parts=3,96796.3144,96.7963144,,,,,,,,,3,198,96.7963144,99.34%,,,
s_parts=199,s_parts=3,96796.3144,96.7963144,,,,,,,,,3,199,96.7963144,99.34%,,,
s_parts=200,s_parts=3,96796.3144,96.7963144,,,,,,,,,3,200,96.7963144,99.34%,,,
s_parts=192,s_parts=3,96796.3144,96.7963144,,,,,,,,,3,192,96.7963144,99.34%,,,
s_parts=191,s_parts=3,96796.3144,96.7963144,,,,,,,,,3,191,96.7963144,99.34%,,,
s_parts=190,s_parts=3,96796.3144,96.7963144,,,,,,,,,3,190,96.7963144,99.34%,,,
s_parts=189,s_parts=3,96796.3144,96.7963144,,,,,,,,,3,189,96.7963144,99.34%,,,
s_parts=188,s_parts=3,96796.3144,96.7963144,,,,,,,,,3,188,96.7963144,99.34%,,,
s_parts=187,s_parts=3,96796.3144,96.7963144,,,,,,,,,3,187,96.7963144,99.34%,,,
s_parts=186,s_parts=3,96796.3144,96.7963144,,,,,,,,,3,186,96.7963144,99.34%,,,
s_parts=185,s_parts=3,96796.3144,96.7963144,,,,,,,,,3,185,96.7963144,99.34%,,,
s_parts=184,s_parts=3,96796.3144,96.7963144,,,,,,,,,3,184,96.7963144,99.34%,,,
s_parts=183,s_parts=3,96796.3144,96.7963144,,,,,,,,,3,183,96.7963144,99.34%,,,
s_parts=182,s_parts=3,96796.3144,96.7963144,,,,,,,,,3,182,96.7963144,99.34%,,,
s_parts=181,s_parts=3,96796.3144,96.7963144,,,,,,,,,3,181,96.7963144,99.34%,,,
s_parts=180,s_parts=3,96796.3144,96.7963144,,,,,,,,,3,180,96.7963144,99.34%,,,
s_parts=179,s_parts=3,96796.3144,96.7963144,,,,,,,,,3,179,96.7963144,99.34%,,,
s_parts=178,s_parts=3,96796.3144,96.7963144,,,,,,,,,3,178,96.7963144,99.34%,,,
s_parts=177,s_parts=3,96796.3144,96.7963144,,,,,,,,,3,177,96.7963144,99.34%,,,
s_parts=176,s_parts=3,96796.3144,96.7963144,,,,,,,,,3,176,96.7963144,99.34%,,,
s_parts=175,s_parts=3,96796.31441,96.79631441,,,,,,,,,3,175,96.79631441,99.34%,,,
s_parts=174,s_parts=3,96796.31441,96.79631441,,,,,,,,,3,174,96.79631441,99.34%,,,
s_parts=173,s_parts=3,96796.31441,96.79631441,,,,,,,,,3,173,96.79631441,99.34%,,,
s_parts=172,s_parts=3,96796.31442,96.79631442,,,,,,,,,3,172,96.79631442,99.34%,,,
s_parts=171,s_parts=3,96796.31443,96.79631443,,,,,,,,,3,171,96.79631443,99.34%,,,
s_parts=170,s_parts=3,96796.31446,96.79631446,,,,,,,,,3,170,96.79631446,99.34%,,,
s_parts=169,s_parts=3,96796.3145,96.7963145,,,,,,,,,3,169,96.7963145,99.34%,,,
s_parts=168,s_parts=3,96796.31457,96.79631457,,,,,,,,,3,168,96.79631457,99.34%,,,
s_parts=167,s_parts=3,96796.31468,96.79631468,,,,,,,,,3,167,96.79631468,99.34%,,,
s_parts=166,s_parts=3,96796.31487,96.79631487,,,,,,,,,3,166,96.79631487,99.34%,,,
s_parts=165,s_parts=3,96796.3152,96.7963152,,,,,,,,,3,165,96.7963152,99.34%,,,
s_parts=164,s_parts=3,96796.31573,96.79631573,,,,,,,,,3,164,96.79631573,99.34%,,,
s_parts=163,s_parts=3,96796.31662,96.79631662,,,,,,,,,3,163,96.79631662,99.34%,,,
s_parts=162,s_parts=3,96796.31807,96.79631807,,,,,,,,,3,162,96.79631807,99.34%,,,
s_parts=161,s_parts=3,96796.32043,96.79632043,,,,,,,,,3,161,96.79632043,99.34%,,,
s_parts=160,s_parts=3,96796.32427,96.79632427,,,,,,,,,3,160,96.79632427,99.34%,,,
s_parts=159,s_parts=3,96796.33044,96.79633044,,,,,,,,,3,159,96.79633044,99.34%,,,
s_parts=158,s_parts=3,96796.34033,96.79634033,,,,,,,,,3,158,96.79634033,99.34%,,,
s_parts=157,s_parts=3,96796.35605,96.79635605,,,,,,,,,3,157,96.79635605,99.34%,,,
s_parts=156,s_parts=3,96796.38091,96.79638091,,,,,,,,,3,156,96.79638091,99.34%,,,
s_parts=155,s_parts=3,96796.41997,96.79641997,,,,,,,,,3,155,96.79641997,99.34%,,,
s_parts=154,s_parts=3,96796.48094,96.79648094,,,,,,,,,3,154,96.79648094,99.34%,,,
s_parts=153,s_parts=3,96796.57554,96.79657554,,,,,,,,,3,153,96.79657554,99.34%,,,
s_parts=152,s_parts=3,96796.72135,96.79672135,,,,,,,,,3,152,96.79672135,99.34%,,,
s_parts=151,s_parts=3,96796.9447,96.7969447,,,,,,,,,3,151,96.7969447,99.34%,,,
s_parts=150,s_parts=3,96797.28461,96.79728461,,,,,,,,,3,150,96.79728461,99.34%,,,
s_parts=149,s_parts=3,96797.79859,96.79779859,,,,,,,,,3,149,96.79779859,99.34%,,,
s_parts=148,s_parts=3,96798.57075,96.79857075,,,,,,,,,3,148,96.79857075,99.34%,,,
s_parts=147,s_parts=3,96799.72325,96.79972325,,,,,,,,,3,147,96.79972325,99.34%,,,
s_parts=146,s_parts=3,96801.43223,96.80143223,,,,,,,,,3,146,96.80143223,99.34%,,,
s_parts=145,s_parts=3,96803.94974,96.80394974,,,,,,,,,3,145,96.80394974,99.34%,,,
s_parts=144,s_parts=3,96807.6339,96.8076339,,,,,,,,,3,144,96.8076339,99.34%,,,
s_parts=143,s_parts=3,96812.98968,96.81298968,,,,,,,,,3,143,96.81298968,99.34%,,,
s_parts=142,s_parts=3,96820.72377,96.82072377,,,,,,,,,3,142,96.82072377,99.34%,,,
s_parts=141,s_parts=3,96831.81776,96.83181776,,,,,,,,,3,141,96.83181776,99.34%,,,
s_parts=140,s_parts=3,96847.62452,96.84762452,,,,,,,,,3,140,96.84762452,99.34%,,,
s_parts=139,s_parts=3,96869.99437,96.86999437,,,,,,,,,3,139,96.86999437,99.34%,,,
s_parts=138,s_parts=3,96901.43818,96.90143818,,,,,,,,,3,138,96.90143818,99.34%,,,
s_parts=137,s_parts=3,96945.33634,96.94533634,,,,,,,,,3,137,96.94533634,99.34%,,,
s_parts=136,s_parts=3,97006.20368,97.00620368,,,,,,,,,3,136,97.00620368,99.34%,,,
s_parts=135,s_parts=3,97090.02163,97.09002163,,,,,,,,,3,135,97.09002163,99.33%,,,
s_parts=134,s_parts=3,97204.65008,97.20465008,,,,,,,,,3,134,97.20465008,99.33%,,,
s_parts=133,s_parts=3,97360.33227,97.36033227,,,,,,,,,3,133,97.36033227,99.33%,,,
s_parts=132,s_parts=3,97570.30618,97.57030618,,,,,,,,,3,132,97.57030618,99.33%,,,
s_parts=131,s_parts=3,97851.53554,97.85153554,,,,,,,,,3,131,97.85153554,99.33%,,,
s_parts=130,s_parts=3,98225.57248,98.22557248,,,,,,,,,3,130,98.22557248,99.33%,,,
s_parts=114,s_parts=10,98248.89056,98.24889056,,,,,,,,,10,114,98.24889056,99.33%,,,
s_parts=114,s_parts=9,98249.12269,98.24912269,,,,,,,,,9,114,98.24912269,99.33%,,,
s_parts=114,s_parts=8,98251.56614,98.25156614,,,,,,,,,8,114,98.25156614,99.33%,,,
s_parts=114,s_parts=7,98274.98094,98.27498094,,,,,,,,,7,114,98.27498094,99.33%,,,
s_parts=114,s_parts=6,98477.32616,98.47732616,,,,,,,,,6,114,98.47732616,99.33%,,,
s_parts=129,s_parts=3,98719.561,98.719561,,,,,,,,,3,129,98.719561,99.32%,,,
s_parts=128,s_parts=3,99367.38688,99.36738688,,,,,,,,,3,128,99.36738688,99.32%,,,
s_parts=114,s_parts=5,100036.2264,100.0362264,,,,,,,,,5,114,100.0362264,99.31%,,,
s_parts=127,s_parts=3,100210.974,100.210974,,,,,,,,,3,127,100.210974,99.31%,,,
s_parts=126,s_parts=3,101301.7201,101.3017201,,,,,,,,,3,126,101.3017201,99.31%,,,
s_parts=125,s_parts=3,102702.0551,102.7020551,,,,,,,,,3,125,102.7020551,99.30%,,,
s_parts=124,s_parts=3,104487.0961,104.4870961,,,,,,,,,3,124,104.4870961,99.28%,,,
s_parts=123,s_parts=3,106746.3587,106.7463587,,,,,,,,,3,123,106.7463587,99.27%,,,
s_parts=122,s_parts=3,109585.4721,109.5854721,,,,,,,,,3,122,109.5854721,99.25%,,,
s_parts=114,s_parts=4,110591.2128,110.5912128,,,,,,,,,4,114,110.5912128,99.24%,,,
s_parts=121,s_parts=3,113127.8318,113.1278318,,,,,,,,,3,121,113.1278318,99.23%,,,
s_parts=113,s_parts=10,114687.3616,114.6873616,,,,,,,,,10,113,114.6873616,99.21%,,,
s_parts=113,s_parts=9,114687.5913,114.6875913,,,,,,,,,9,113,114.6875913,99.21%,,,
s_parts=113,s_parts=8,114690.0117,114.6900117,,,,,,,,,8,113,114.6900117,99.21%,,,
s_parts=113,s_parts=7,114713.2275,114.7132275,,,,,,,,,7,113,114.7132275,99.21%,,,
s_parts=113,s_parts=6,114914.045,114.914045,,,,,,,,,6,113,114.914045,99.21%,,,
s_parts=113,s_parts=5,116462.6831,116.4626831,,,,,,,,,5,113,116.4626831,99.20%,,,
s_parts=120,s_parts=3,117516.1096,117.5161096,,,,,,,,,3,120,117.5161096,99.20%,,,
s_parts=119,s_parts=3,122913.527,122.913527,,,,,,,,,3,119,122.913527,99.16%,,,
s_parts=113,s_parts=4,126958.5688,126.9585688,,,,,,,,,4,113,126.9585688,99.13%,,,
s_parts=118,s_parts=3,129504.7924,129.5047924,,,,,,,,,3,118,129.5047924,99.11%,,,
s_parts=112,s_parts=10,133918.8101,133.9188101,,,,,,,,,10,112,133.9188101,99.08%,,,
s_parts=112,s_parts=9,133919.037,133.919037,,,,,,,,,9,112,133.919037,99.08%,,,
s_parts=112,s_parts=8,133921.4311,133.9214311,,,,,,,,,8,112,133.9214311,99.08%,,,
s_parts=112,s_parts=7,133944.4184,133.9444184,,,,,,,,,7,112,133.9444184,99.08%,,,
s_parts=112,s_parts=6,134143.4786,134.1434786,,,,,,,,,6,112,134.1434786,99.08%,,,
s_parts=112,s_parts=5,135680.2808,135.6802808,,,,,,,,,5,112,135.6802808,99.07%,,,
s_parts=117,s_parts=3,137496.5908,137.4965908,,,,,,,,,3,117,137.4965908,99.06%,,,
s_parts=112,s_parts=4,146107.815,146.107815,,,,,,,,,4,112,146.107815,99.00%,,,
s_parts=116,s_parts=3,147117.52,147.11752,,,,,,,,,3,116,147.11752,98.99%,,,
s_parts=111,s_parts=10,156260.1767,156.2601767,,,,,,,,,10,111,156.2601767,98.93%,,,
s_parts=111,s_parts=9,156260.4006,156.2604006,,,,,,,,,9,111,156.2604006,98.93%,,,
s_parts=111,s_parts=8,156262.7646,156.2627646,,,,,,,,,8,111,156.2627646,98.93%,,,
s_parts=111,s_parts=7,156285.492,156.285492,,,,,,,,,7,111,156.285492,98.93%,,,
s_parts=111,s_parts=6,156482.546,156.482546,,,,,,,,,6,111,156.482546,98.93%,,,
s_parts=111,s_parts=5,158005.7987,158.0057987,,,,,,,,,5,111,158.0057987,98.92%,,,
s_parts=115,s_parts=3,158617.3679,158.6173679,,,,,,,,,3,115,158.6173679,98.91%,,,
s_parts=111,s_parts=4,168354.8661,168.3548661,,,,,,,,,4,111,168.3548661,98.85%,,,
s_parts=114,s_parts=3,172265.6401,172.2656401,,,,,,,,,3,114,172.2656401,98.82%,,,
s_parts=110,s_parts=10,182033.6627,182.0336627,,,,,,,,,10,110,182.0336627,98.75%,,,
s_parts=110,s_parts=9,182033.8831,182.0338831,,,,,,,,,9,110,182.0338831,98.75%,,,
s_parts=110,s_parts=8,182036.2134,182.0362134,,,,,,,,,8,110,182.0362134,98.75%,,,
s_parts=110,s_parts=7,182058.647,182.058647,,,,,,,,,7,110,182.058647,98.75%,,,
s_parts=110,s_parts=6,182253.4279,182.2534279,,,,,,,,,6,110,182.2534279,98.75%,,,
s_parts=110,s_parts=5,183761.2851,183.7612851,,,,,,,,,5,110,183.7612851,98.74%,,,
s_parts=113,s_parts=3,188349.269,188.349269,,,,,,,,,3,113,188.349269,98.71%,,,
s_parts=110,s_parts=4,194020.9372,194.0209372,,,,,,,,,4,110,194.0209372,98.67%,,,
s_parts=112,s_parts=3,207169.4604,207.1694604,,,,,,,,,3,112,207.1694604,98.58%,,,
s_parts=109,s_parts=10,211560.9862,211.5609862,,,,,,,,,10,109,211.5609862,98.55%,,,
s_parts=109,s_parts=9,211561.2027,211.5612027,,,,,,,,,9,109,211.5612027,98.55%,,,
s_parts=109,s_parts=8,211563.4952,211.5634952,,,,,,,,,8,109,211.5634952,98.55%,,,
s_parts=109,s_parts=7,211585.5994,211.5855994,,,,,,,,,7,109,211.5855994,98.55%,,,
s_parts=109,s_parts=6,211777.8241,211.7778241,,,,,,,,,6,109,211.7778241,98.55%,,,
s_parts=109,s_parts=5,213268.3185,213.2683185,,,,,,,,,5,109,213.2683185,98.54%,,,
s_parts=109,s_parts=4,223426.8273,223.4268273,,,,,,,,,4,109,223.4268273,98.47%,,,
s_parts=111,s_parts=3,229037.6725,229.0376725,,,,,,,,,3,111,229.0376725,98.43%,,,
s_parts=108,s_parts=10,245157.0072,245.1570072,,,,,,,,,10,108,245.1570072,98.32%,,,
s_parts=108,s_parts=9,245157.2194,245.1572194,,,,,,,,,9,108,245.1572194,98.32%,,,
s_parts=108,s_parts=8,245159.47,245.15947,,,,,,,,,8,108,245.15947,98.32%,,,
s_parts=108,s_parts=7,245181.2076,245.1812076,,,,,,,,,7,108,245.1812076,98.32%,,,
s_parts=108,s_parts=6,245370.5795,245.3705795,,,,,,,,,6,108,245.3705795,98.32%,,,
s_parts=108,s_parts=5,246841.6375,246.8416375,,,,,,,,,5,108,246.8416375,98.31%,,,
s_parts=110,s_parts=3,254270.7614,254.2707614,,,,,,,,,3,110,254.2707614,98.26%,,,
s_parts=108,s_parts=4,256886.5741,256.8865741,,,,,,,,,4,108,256.8865741,98.24%,,,
s_parts=107,s_parts=10,283122.9018,283.1229018,,,,,,,,,10,107,283.1229018,98.06%,,,
s_parts=107,s_parts=9,283123.1092,283.1231092,,,,,,,,,9,107,283.1231092,98.06%,,,
s_parts=107,s_parts=8,283125.3137,283.1253137,,,,,,,,,8,107,283.1253137,98.06%,,,
s_parts=107,s_parts=7,283146.6465,283.1466465,,,,,,,,,7,107,283.1466465,98.06%,,,
s_parts=109,s_parts=3,283185.3753,283.1853753,,,,,,,,,3,109,283.1853753,98.06%,,,
s_parts=107,s_parts=6,283332.8583,283.3328583,,,,,,,,,6,107,283.3328583,98.06%,,,
s_parts=107,s_parts=5,284782.3195,284.7823195,,,,,,,,,5,107,284.7823195,98.05%,,,
s_parts=107,s_parts=4,294700.657,294.700657,,,,,,,,,4,107,294.700657,97.98%,,,
s_parts=108,s_parts=3,316091.7255,316.0917255,,,,,,,,,3,108,316.0917255,97.83%,,,
s_parts=106,s_parts=10,325739.1071,325.7391071,,,,,,,,,10,106,325.7391071,97.77%,,,
s_parts=106,s_parts=9,325739.3093,325.7393093,,,,,,,,,9,106,325.7393093,97.77%,,,
s_parts=106,s_parts=8,325741.4635,325.7414635,,,,,,,,,8,106,325.7414635,97.77%,,,
s_parts=106,s_parts=7,325762.3525,325.7623525,,,,,,,,,7,106,325.7623525,97.77%,,,
s_parts=106,s_parts=6,325945.09,325.94509,,,,,,,,,6,106,325.94509,97.77%,,,
s_parts=106,s_parts=5,327370.7305,327.3707305,,,,,,,,,5,106,327.3707305,97.76%,,,
s_parts=106,s_parts=4,337148.9704,337.1489704,,,,,,,,,4,106,337.1489704,97.69%,,,
s_parts=107,s_parts=3,353286.909,353.286909,,,,,,,,,3,107,353.286909,97.58%,,,
s_parts=105,s_parts=10,373258.2933,373.2582933,,,,,,,,,10,105,373.2582933,97.44%,,,
s_parts=105,s_parts=9,373258.49,373.25849,,,,,,,,,9,105,373.25849,97.44%,,,
s_parts=105,s_parts=8,373260.5895,373.2605895,,,,,,,,,8,105,373.2605895,97.44%,,,
s_parts=105,s_parts=7,373280.9959,373.2809959,,,,,,,,,7,105,373.2809959,97.44%,,,
s_parts=105,s_parts=6,373459.942,373.459942,,,,,,,,,6,105,373.459942,97.44%,,,
s_parts=105,s_parts=5,374859.5012,374.8595012,,,,,,,,,5,105,374.8595012,97.43%,,,
s_parts=105,s_parts=4,384483.8217,384.4838217,,,,,,,,,4,105,384.4838217,97.37%,,,
s_parts=106,s_parts=3,395048.0002,395.0480002,,,,,,,,,3,106,395.0480002,97.29%,,,
s_parts=190,s_parts=2,405722.0303,405.7220303,,,,,,,,,2,190,405.7220303,97.22%,,,
s_parts=191,s_parts=2,405722.0303,405.7220303,,,,,,,,,2,191,405.7220303,97.22%,,,
s_parts=192,s_parts=2,405722.0303,405.7220303,,,,,,,,,2,192,405.7220303,97.22%,,,
s_parts=193,s_parts=2,405722.0303,405.7220303,,,,,,,,,2,193,405.7220303,97.22%,,,
s_parts=194,s_parts=2,405722.0303,405.7220303,,,,,,,,,2,194,405.7220303,97.22%,,,
s_parts=195,s_parts=2,405722.0303,405.7220303,,,,,,,,,2,195,405.7220303,97.22%,,,
s_parts=196,s_parts=2,405722.0303,405.7220303,,,,,,,,,2,196,405.7220303,97.22%,,,
s_parts=197,s_parts=2,405722.0303,405.7220303,,,,,,,,,2,197,405.7220303,97.22%,,,
s_parts=198,s_parts=2,405722.0303,405.7220303,,,,,,,,,2,198,405.7220303,97.22%,,,
s_parts=199,s_parts=2,405722.0303,405.7220303,,,,,,,,,2,199,405.7220303,97.22%,,,
s_parts=200,s_parts=2,405722.0303,405.7220303,,,,,,,,,2,200,405.7220303,97.22%,,,
s_parts=189,s_parts=2,405722.0303,405.7220303,,,,,,,,,2,189,405.7220303,97.22%,,,
s_parts=188,s_parts=2,405722.0303,405.7220303,,,,,,,,,2,188,405.7220303,97.22%,,,
s_parts=187,s_parts=2,405722.0303,405.7220303,,,,,,,,,2,187,405.7220303,97.22%,,,
s_parts=186,s_parts=2,405722.0303,405.7220303,,,,,,,,,2,186,405.7220303,97.22%,,,
s_parts=185,s_parts=2,405722.0303,405.7220303,,,,,,,,,2,185,405.7220303,97.22%,,,
s_parts=184,s_parts=2,405722.0303,405.7220303,,,,,,,,,2,184,405.7220303,97.22%,,,
s_parts=183,s_parts=2,405722.0303,405.7220303,,,,,,,,,2,183,405.7220303,97.22%,,,
s_parts=182,s_parts=2,405722.0303,405.7220303,,,,,,,,,2,182,405.7220303,97.22%,,,
s_parts=181,s_parts=2,405722.0303,405.7220303,,,,,,,,,2,181,405.7220303,97.22%,,,
s_parts=180,s_parts=2,405722.0303,405.7220303,,,,,,,,,2,180,405.7220303,97.22%,,,
s_parts=179,s_parts=2,405722.0303,405.7220303,,,,,,,,,2,179,405.7220303,97.22%,,,
s_parts=178,s_parts=2,405722.0303,405.7220303,,,,,,,,,2,178,405.7220303,97.22%,,,
s_parts=177,s_parts=2,405722.0303,405.7220303,,,,,,,,,2,177,405.7220303,97.22%,,,
s_parts=176,s_parts=2,405722.0303,405.7220303,,,,,,,,,2,176,405.7220303,97.22%,,,
s_parts=175,s_parts=2,405722.0303,405.7220303,,,,,,,,,2,175,405.7220303,97.22%,,,
s_parts=174,s_parts=2,405722.0303,405.7220303,,,,,,,,,2,174,405.7220303,97.22%,,,
s_parts=173,s_parts=2,405722.0303,405.7220303,,,,,,,,,2,173,405.7220303,97.22%,,,
s_parts=172,s_parts=2,405722.0304,405.7220304,,,,,,,,,2,172,405.7220304,97.22%,,,
s_parts=171,s_parts=2,405722.0304,405.7220304,,,,,,,,,2,171,405.7220304,97.22%,,,
s_parts=170,s_parts=2,405722.0304,405.7220304,,,,,,,,,2,170,405.7220304,97.22%,,,
s_parts=169,s_parts=2,405722.0304,405.7220304,,,,,,,,,2,169,405.7220304,97.22%,,,
s_parts=168,s_parts=2,405722.0305,405.7220305,,,,,,,,,2,168,405.7220305,97.22%,,,
