RPS,Ion,,Expected downtime (days),,,,,,,,,Ion,RPS,Expected downtime (days),Availability,,,
s_parts=196,s_parts=6,21278.93881,21.27893881,,,,,,,,,6,196,21.27893881,99.85%,,,
s_parts=195,s_parts=6,21278.93881,21.27893881,,,,,,,,,6,195,21.27893881,99.85%,,,
s_parts=194,s_parts=6,21278.93881,21.27893881,,,,,,,,,6,194,21.27893881,99.85%,,,
s_parts=193,s_parts=6,21278.93881,21.27893881,,,,,,,,,6,193,21.27893881,99.85%,,,
s_parts=192,s_parts=6,21278.93881,21.27893881,,,,,,,,,6,192,21.27893881,99.85%,,,
s_parts=191,s_parts=6,21278.93881,21.27893881,,,,,,,,,6,191,21.27893881,99.85%,,,
s_parts=190,s_parts=6,21278.93881,21.27893881,,,,,,,,,6,190,21.27893881,99.85%,,,
s_parts=189,s_parts=6,21278.93881,21.27893881,,,,,,,,,6,189,21.27893881,99.85%,,,
s_parts=188,s_parts=6,21278.93881,21.27893881,,,,,,,,,6,188,21.27893881,99.85%,,,
s_parts=187,s_parts=6,21278.93881,21.27893881,,,,,,,,,6,187,21.27893881,99.85%,,,
s_parts=186,s_parts=6,21278.93881,21.27893881,,,,,,,,,6,186,21.27893881,99.85%,,,
s_parts=185,s_parts=6,21278.93881,21.27893881,,,,,,,,,6,185,21.27893881,99.85%,,,
s_parts=184,s_parts=6,21278.93881,21.27893881,,,,,,,,,6,184,21.27893881,99.85%,,,
s_parts=183,s_parts=6,21278.93881,21.27893881,,,,,,,,,6,183,21.27893881,99.85%,,,
s_parts=182,s_parts=6,21278.93881,21.27893881,,,,,,,,,6,182,21.27893881,99.85%,,,
s_parts=181,s_parts=6,21278.93881,21.27893881,,,,,,,,,6,181,21.27893881,99.85%,,,
s_parts=180,s_parts=6,21278.93881,21.27893881,,,,,,,,,6,180,21.27893881,99.85%,,,
s_parts=179,s_parts=6,21278.93881,21.27893881,,,,,,,,,6,179,21.27893881,99.85%,,,
s_parts=178,s_parts=6,21278.93881,21.27893881,,,,,,,,,6,178,21.27893881,99.85%,,,
s_parts=177,s_parts=6,21278.93881,21.27893881,,,,,,,,,6,177,21.27893881,99.85%,,,
s_parts=176,s_parts=6,21278.93881,21.27893881,,,,,,,,,6,176,21.27893881,99.85%,,,
s_parts=175,s_parts=6,21278.93881,21.27893881,,,,,,,,,6,175,21.27893881,99.85%,,,
s_parts=174,s_parts=6,21278.93881,21.27893881,,,,,,,,,6,174,21.27893881,99.85%,,,
s_parts=173,s_parts=6,21278.93882,21.27893882,,,,,,,,,6,173,21.27893882,99.85%,,,
s_parts=172,s_parts=6,21278.93883,21.27893883,,,,,,,,,6,172,21.27893883,99.85%,,,
s_parts=171,s_parts=6,21278.93884,21.27893884,,,,,,,,,6,171,21.27893884,99.85%,,,
s_parts=170,s_parts=6,21278.93886,21.27893886,,,,,,,,,6,170,21.27893886,99.85%,,,
s_parts=169,s_parts=6,21278.93891,21.27893891,,,,,,,,,6,169,21.27893891,99.85%,,,
s_parts=168,s_parts=6,21278.93898,21.27893898,,,,,,,,,6,168,21.27893898,99.85%,,,
s_parts=167,s_parts=6,21278.93909,21.27893909,,,,,,,,,6,167,21.27893909,99.85%,,,
s_parts=166,s_parts=6,21278.93929,21.27893929,,,,,,,,,6,166,21.27893929,99.85%,,,
s_parts=165,s_parts=6,21278.93963,21.27893963,,,,,,,,,6,165,21.27893963,99.85%,,,
s_parts=164,s_parts=6,21278.94018,21.27894018,,,,,,,,,6,164,21.27894018,99.85%,,,
s_parts=163,s_parts=6,21278.94109,21.27894109,,,,,,,,,6,163,21.27894109,99.85%,,,
s_parts=162,s_parts=6,21278.94258,21.27894258,,,,,,,,,6,162,21.27894258,99.85%,,,
s_parts=161,s_parts=6,21278.94502,21.27894502,,,,,,,,,6,161,21.27894502,99.85%,,,
s_parts=160,s_parts=6,21278.94896,21.27894896,,,,,,,,,6,160,21.27894896,99.85%,,,
s_parts=159,s_parts=6,21278.95532,21.27895532,,,,,,,,,6,159,21.27895532,99.85%,,,
s_parts=158,s_parts=6,21278.96549,21.27896549,,,,,,,,,6,158,21.27896549,99.85%,,,
s_parts=157,s_parts=6,21278.98167,21.27898167,,,,,,,,,6,157,21.27898167,99.85%,,,
s_parts=156,s_parts=6,21279.00725,21.27900725,,,,,,,,,6,156,21.27900725,99.85%,,,
s_parts=155,s_parts=6,21279.04742,21.27904742,,,,,,,,,6,155,21.27904742,99.85%,,,
s_parts=154,s_parts=6,21279.11013,21.27911013,,,,,,,,,6,154,21.27911013,99.85%,,,
s_parts=153,s_parts=6,21279.20741,21.27920741,,,,,,,,,6,153,21.27920741,99.85%,,,
s_parts=152,s_parts=6,21279.35734,21.27935734,,,,,,,,,6,152,21.27935734,99.85%,,,
s_parts=151,s_parts=6,21279.58696,21.27958696,,,,,,,,,6,151,21.27958696,99.85%,,,
s_parts=150,s_parts=6,21279.93637,21.27993637,,,,,,,,,6,150,21.27993637,99.85%,,,
s_parts=149,s_parts=6,21280.46463,21.28046463,,,,,,,,,6,149,21.28046463,99.85%,,,
s_parts=148,s_parts=6,21281.25815,21.28125815,,,,,,,,,6,148,21.28125815,99.85%,,,
s_parts=147,s_parts=6,21282.44237,21.28244237,,,,,,,,,6,147,21.28244237,99.85%,,,
s_parts=146,s_parts=6,21284.19813,21.28419813,,,,,,,,,6,146,21.28419813,99.85%,,,
s_parts=136,s_parts=7,21284.27436,21.28427436,,,,,,,,,7,136,21.28427436,99.85%,,,
s_parts=145,s_parts=6,21286.7842,21.2867842,,,,,,,,,6,145,21.2867842,99.85%,,,
s_parts=144,s_parts=6,21290.56816,21.29056816,,,,,,,,,6,144,21.29056816,99.85%,,,
s_parts=143,s_parts=6,21296.06824,21.29606824,,,,,,,,,6,143,21.29606824,99.85%,,,
s_parts=142,s_parts=6,21304.00961,21.30400961,,,,,,,,,6,142,21.30400961,99.85%,,,
s_parts=141,s_parts=6,21315.39929,21.31539929,,,,,,,,,6,141,21.31539929,99.85%,,,
s_parts=140,s_parts=6,21331.62505,21.33162505,,,,,,,,,6,140,21.33162505,99.85%,,,
s_parts=135,s_parts=10,21343.02335,21.34302335,,,,,,,,,10,135,21.34302335,99.85%,,,
s_parts=135,s_parts=9,21343.26806,21.34326806,,,,,,,,,9,135,21.34326806,99.85%,,,
s_parts=135,s_parts=8,21345.8307,21.3458307,,,,,,,,,8,135,21.3458307,99.85%,,,
s_parts=139,s_parts=6,21354.58458,21.35458458,,,,,,,,,6,139,21.35458458,99.85%,,,
s_parts=135,s_parts=7,21370.2622,21.3702622,,,,,,,,,7,135,21.3702622,99.85%,,,
s_parts=138,s_parts=6,21386.8526,21.3868526,,,,,,,,,6,138,21.3868526,99.85%,,,
s_parts=137,s_parts=6,21431.89487,21.43189487,,,,,,,,,6,137,21.43189487,99.85%,,,
s_parts=134,s_parts=10,21460.6039,21.4606039,,,,,,,,,10,134,21.4606039,99.85%,,,
s_parts=134,s_parts=9,21460.84858,21.46084858,,,,,,,,,9,134,21.46084858,99.85%,,,
s_parts=134,s_parts=8,21463.41099,21.46341099,,,,,,,,,8,134,21.46341099,99.85%,,,
s_parts=134,s_parts=7,21487.84053,21.48784053,,,,,,,,,7,134,21.48784053,99.85%,,,
s_parts=136,s_parts=6,21494.33944,21.49433944,,,,,,,,,6,136,21.49433944,99.85%,,,
s_parts=135,s_parts=6,21580.31664,21.58031664,,,,,,,,,6,135,21.58031664,99.85%,,,
s_parts=133,s_parts=10,21620.27129,21.62027129,,,,,,,,,10,133,21.62027129,99.85%,,,
s_parts=133,s_parts=9,21620.51594,21.62051594,,,,,,,,,9,133,21.62051594,99.85%,,,
s_parts=133,s_parts=8,21623.07802,21.62307802,,,,,,,,,8,133,21.62307802,99.85%,,,
s_parts=133,s_parts=7,21647.50494,21.64750494,,,,,,,,,7,133,21.64750494,99.85%,,,
s_parts=134,s_parts=6,21697.88057,21.69788057,,,,,,,,,6,134,21.69788057,99.85%,,,
s_parts=132,s_parts=10,21835.58725,21.83558725,,,,,,,,,10,132,21.83558725,99.85%,,,
s_parts=132,s_parts=9,21835.83185,21.83583185,,,,,,,,,9,132,21.83583185,99.85%,,,
s_parts=132,s_parts=8,21838.39352,21.83839352,,,,,,,,,8,132,21.83839352,99.85%,,,
s_parts=133,s_parts=6,21857.52564,21.85752564,,,,,,,,,6,133,21.85752564,99.85%,,,
s_parts=132,s_parts=7,21862.81693,21.86281693,,,,,,,,,7,132,21.86281693,99.85%,,,
s_parts=132,s_parts=6,22072.81184,22.07281184,,,,,,,,,6,132,22.07281184,99.85%,,,
s_parts=131,s_parts=10,22123.92705,22.12392705,,,,,,,,,10,131,22.12392705,99.85%,,,
s_parts=131,s_parts=9,22124.17159,22.12417159,,,,,,,,,9,131,22.12417159,99.85%,,,
s_parts=131,s_parts=8,22126.7327,22.1267327,,,,,,,,,8,131,22.1267327,99.85%,,,
s_parts=131,s_parts=7,22151.15149,22.15115149,,,,,,,,,7,131,22.15115149,99.85%,,,
s_parts=131,s_parts=6,22361.11224,22.36111224,,,,,,,,,6,131,22.36111224,99.85%,,,
s_parts=130,s_parts=10,22507.36122,22.50736122,,,,,,,,,10,130,22.50736122,99.85%,,,
s_parts=130,s_parts=9,22507.60568,22.50760568,,,,,,,,,9,130,22.50760568,99.85%,,,
s_parts=130,s_parts=8,22510.16606,22.51016606,,,,,,,,,8,130,22.51016606,99.85%,,,
s_parts=130,s_parts=7,22534.57878,22.53457878,,,,,,,,,7,130,22.53457878,99.85%,,,
s_parts=130,s_parts=6,22744.49463,22.74449463,,,,,,,,,6,130,22.74449463,99.84%,,,
s_parts=197,s_parts=5,22889.2357,22.8892357,,,,,,,,,5,197,22.8892357,99.84%,,,
s_parts=198,s_parts=5,22889.2357,22.8892357,,,,,,,,,5,198,22.8892357,99.84%,,,
s_parts=199,s_parts=5,22889.2357,22.8892357,,,,,,,,,5,199,22.8892357,99.84%,,,
s_parts=200,s_parts=5,22889.2357,22.8892357,,,,,,,,,5,200,22.8892357,99.84%,,,
s_parts=196,s_parts=5,22889.2357,22.8892357,,,,,,,,,5,196,22.8892357,99.84%,,,
s_parts=195,s_parts=5,22889.2357,22.8892357,,,,,,,,,5,195,22.8892357,99.84%,,,
s_parts=194,s_parts=5,22889.2357,22.8892357,,,,,,,,,5,194,22.8892357,99.84%,,,
s_parts=193,s_parts=5,22889.2357,22.8892357,,,,,,,,,5,193,22.8892357,99.84%,,,
s_parts=192,s_parts=5,22889.2357,22.8892357,,,,,,,,,5,192,22.8892357,99.84%,,,
s_parts=191,s_parts=5,22889.2357,22.8892357,,,,,,,,,5,191,22.8892357,99.84%,,,
s_parts=190,s_parts=5,22889.2357,22.8892357,,,,,,,,,5,190,22.8892357,99.84%,,,
s_parts=189,s_parts=5,22889.2357,22.8892357,,,,,,,,,5,189,22.8892357,99.84%,,,
s_parts=188,s_parts=5,22889.2357,22.8892357,,,,,,,,,5,188,22.8892357,99.84%,,,
s_parts=187,s_parts=5,22889.2357,22.8892357,,,,,,,,,5,187,22.8892357,99.84%,,,
s_parts=186,s_parts=5,22889.2357,22.8892357,,,,,,,,,5,186,22.8892357,99.84%,,,
s_parts=185,s_parts=5,22889.2357,22.8892357,,,,,,,,,5,185,22.8892357,99.84%,,,
s_parts=184,s_parts=5,22889.2357,22.8892357,,,,,,,,,5,184,22.8892357,99.84%,,,
s_parts=183,s_parts=5,22889.2357,22.8892357,,,,,,,,,5,183,22.8892357,99.84%,,,
s_parts=182,s_parts=5,22889.2357,22.8892357,,,,,,,,,5,182,22.8892357,99.84%,,,
s_parts=181,s_parts=5,22889.2357,22.8892357,,,,,,,,,5,181,22.8892357,99.84%,,,
s_parts=180,s_parts=5,22889.2357,22.8892357,,,,,,,,,5,180,22.8892357,99.84%,,,
s_parts=179,s_parts=5,22889.2357,22.8892357,,,,,,,,,5,179,22.8892357,99.84%,,,
s_parts=178,s_parts=5,22889.2357,22.8892357,,,,,,,,,5,178,22.8892357,99.84%,,,
s_parts=177,s_parts=5,22889.2357,22.8892357,,,,,,,,,5,177,22.8892357,99.84%,,,
s_parts=176,s_parts=5,22889.2357,22.8892357,,,,,,,,,5,176,22.8892357,99.84%,,,
s_parts=175,s_parts=5,22889.2357,22.8892357,,,,,,,,,5,175,22.8892357,99.84%,,,
s_parts=174,s_parts=5,22889.2357,22.8892357,,,,,,,,,5,174,22.8892357,99.84%,,,
s_parts=173,s_parts=5,22889.23571,22.88923571,,,,,,,,,5,173,22.88923571,99.84%,,,
s_parts=172,s_parts=5,22889.23572,22.88923572,,,,,,,,,5,172,22.88923572,99.84%,,,
s_parts=171,s_parts=5,22889.23573,22.88923573,,,,,,,,,5,171,22.88923573,99.84%,,,
s_parts=170,s_parts=5,22889.23575,22.88923575,,,,,,,,,5,170,22.88923575,99.84%,,,
s_parts=169,s_parts=5,22889.2358,22.8892358,,,,,,,,,5,169,22.8892358,99.84%,,,
s_parts=168,s_parts=5,22889.23587,22.88923587,,,,,,,,,5,168,22.88923587,99.84%,,,
s_parts=167,s_parts=5,22889.23598,22.88923598,,,,,,,,,5,167,22.88923598,99.84%,,,
s_parts=166,s_parts=5,22889.23618,22.88923618,,,,,,,,,5,166,22.88923618,99.84%,,,
s_parts=165,s_parts=5,22889.23651,22.88923651,,,,,,,,,5,165,22.88923651,99.84%,,,
s_parts=164,s_parts=5,22889.23707,22.88923707,,,,,,,,,5,164,22.88923707,99.84%,,,
s_parts=163,s_parts=5,22889.23798,22.88923798,,,,,,,,,5,163,22.88923798,99.84%,,,
s_parts=162,s_parts=5,22889.23947,22.88923947,,,,,,,,,5,162,22.88923947,99.84%,,,
s_parts=161,s_parts=5,22889.2419,22.8892419,,,,,,,,,5,161,22.8892419,99.84%,,,
s_parts=160,s_parts=5,22889.24584,22.88924584,,,,,,,,,5,160,22.88924584,99.84%,,,
s_parts=159,s_parts=5,22889.25219,22.88925219,,,,,,,,,5,159,22.88925219,99.84%,,,
s_parts=158,s_parts=5,22889.26235,22.88926235,,,,,,,,,5,158,22.88926235,99.84%,,,
s_parts=157,s_parts=5,22889.27852,22.88927852,,,,,,,,,5,157,22.88927852,99.84%,,,
s_parts=156,s_parts=5,22889.30407,22.88930407,,,,,,,,,5,156,22.88930407,99.84%,,,
s_parts=155,s_parts=5,22889.34421,22.88934421,,,,,,,,,5,155,22.88934421,99.84%,,,
s_parts=154,s_parts=5,22889.40686,22.88940686,,,,,,,,,5,154,22.88940686,99.84%,,,
s_parts=153,s_parts=5,22889.50405,22.88950405,,,,,,,,,5,153,22.88950405,99.84%,,,
s_parts=152,s_parts=5,22889.65384,22.88965384,,,,,,,,,5,152,22.88965384,99.84%,,,
s_parts=151,s_parts=5,22889.88325,22.88988325,,,,,,,,,5,151,22.88988325,99.84%,,,
s_parts=150,s_parts=5,22890.23235,22.89023235,,,,,,,,,5,150,22.89023235,99.84%,,,
s_parts=149,s_parts=5,22890.76014,22.89076014,,,,,,,,,5,149,22.89076014,99.84%,,,
s_parts=148,s_parts=5,22891.55296,22.89155296,,,,,,,,,5,148,22.89155296,99.84%,,,
s_parts=147,s_parts=5,22892.73614,22.89273614,,,,,,,,,5,147,22.89273614,99.84%,,,
s_parts=146,s_parts=5,22894.49037,22.89449037,,,,,,,,,5,146,22.89449037,99.84%,,,
s_parts=145,s_parts=5,22897.07421,22.89707421,,,,,,,,,5,145,22.89707421,99.84%,,,
s_parts=144,s_parts=5,22900.85493,22.90085493,,,,,,,,,5,144,22.90085493,99.84%,,,
s_parts=143,s_parts=5,22906.35034,22.90635034,,,,,,,,,5,143,22.90635034,99.84%,,,
s_parts=142,s_parts=5,22914.28501,22.91428501,,,,,,,,,5,142,22.91428501,99.84%,,,
s_parts=141,s_parts=5,22925.66518,22.92566518,,,,,,,,,5,141,22.92566518,99.84%,,,
s_parts=140,s_parts=5,22941.8775,22.9418775,,,,,,,,,5,140,22.9418775,99.84%,,,
s_parts=139,s_parts=5,22964.81816,22.96481816,,,,,,,,,5,139,22.96481816,99.84%,,,
s_parts=138,s_parts=5,22997.05988,22.99705988,,,,,,,,,5,138,22.99705988,99.84%,,,
s_parts=129,s_parts=10,23013.68098,23.01368098,,,,,,,,,10,129,23.01368098,99.84%,,,
s_parts=129,s_parts=9,23013.92534,23.01392534,,,,,,,,,9,129,23.01392534,99.84%,,,
s_parts=129,s_parts=8,23016.48477,23.01648477,,,,,,,,,8,129,23.01648477,99.84%,,,
s_parts=129,s_parts=7,23040.88958,23.04088958,,,,,,,,,7,129,23.04088958,99.84%,,,
s_parts=137,s_parts=5,23042.06576,23.04206576,,,,,,,,,5,137,23.04206576,99.84%,,,
s_parts=136,s_parts=5,23104.46033,23.10446033,,,,,,,,,5,136,23.10446033,99.84%,,,
s_parts=135,s_parts=5,23190.36928,23.19036928,,,,,,,,,5,135,23.19036928,99.84%,,,
s_parts=129,s_parts=6,23250.74681,23.25074681,,,,,,,,,6,129,23.25074681,99.84%,,,
s_parts=134,s_parts=5,23307.84073,23.30784073,,,,,,,,,5,134,23.30784073,99.84%,,,
s_parts=133,s_parts=5,23467.36134,23.46736134,,,,,,,,,5,133,23.46736134,99.84%,,,
s_parts=128,s_parts=10,23677.57276,23.67757276,,,,,,,,,10,128,23.67757276,99.84%,,,
s_parts=128,s_parts=9,23677.81699,23.67781699,,,,,,,,,9,128,23.67781699,99.84%,,,
s_parts=128,s_parts=8,23680.3752,23.6803752,,,,,,,,,8,128,23.6803752,99.84%,,,
s_parts=132,s_parts=5,23682.48125,23.68248125,,,,,,,,,5,132,23.68248125,99.84%,,,
s_parts=128,s_parts=7,23704.76978,23.70476978,,,,,,,,,7,128,23.70476978,99.84%,,,
s_parts=128,s_parts=6,23914.55104,23.91455104,,,,,,,,,6,128,23.91455104,99.84%,,,
s_parts=131,s_parts=5,23970.56104,23.97056104,,,,,,,,,5,131,23.97056104,99.84%,,,
s_parts=130,s_parts=5,24353.65282,24.35365282,,,,,,,,,5,130,24.35365282,99.83%,,,
s_parts=127,s_parts=10,24541.94172,24.54194172,,,,,,,,,10,127,24.54194172,99.83%,,,
s_parts=127,s_parts=9,24542.18577,24.54218577,,,,,,,,,9,127,24.54218577,99.83%,,,
s_parts=127,s_parts=8,24544.74241,24.54474241,,,,,,,,,8,127,24.54474241,99.83%,,,
s_parts=127,s_parts=7,24569.12386,24.56912386,,,,,,,,,7,127,24.56912386,99.83%,,,
s_parts=127,s_parts=6,24778.8074,24.7788074,,,,,,,,,6,127,24.7788074,99.83%,,,
s_parts=129,s_parts=5,24859.52495,24.85952495,,,,,,,,,5,129,24.85952495,99.83%,,,
s_parts=128,s_parts=5,25522.83571,25.52283571,,,,,,,,,5,128,25.52283571,99.83%,,,
s_parts=126,s_parts=10,25659.37668,25.65937668,,,,,,,,,10,126,25.65937668,99.82%,,,
s_parts=126,s_parts=9,25659.62052,25.65962052,,,,,,,,,9,126,25.65962052,99.82%,,,
s_parts=126,s_parts=8,25662.17517,25.66217517,,,,,,,,,8,126,25.66217517,99.82%,,,
s_parts=126,s_parts=7,25686.53987,25.68653987,,,,,,,,,7,126,25.68653987,99.82%,,,
s_parts=126,s_parts=6,25896.09859,25.89609859,,,,,,,,,6,126,25.89609859,99.82%,,,
s_parts=127,s_parts=5,26386.45596,26.38645596,,,,,,,,,5,127,26.38645596,99.82%,,,
s_parts=125,s_parts=10,27093.73969,27.09373969,,,,,,,,,10,125,27.09373969,99.81%,,,
s_parts=125,s_parts=9,27093.98327,27.09398327,,,,,,,,,9,125,27.09398327,99.81%,,,
s_parts=125,s_parts=8,27096.53539,27.09653539,,,,,,,,,8,125,27.09653539,99.81%,,,
s_parts=125,s_parts=7,27120.87891,27.12087891,,,,,,,,,7,125,27.12087891,99.81%,,,
s_parts=125,s_parts=6,27330.27938,27.33027938,,,,,,,,,6,125,27.33027938,99.81%,,,
s_parts=126,s_parts=5,27502.93313,27.50293313,,,,,,,,,5,126,27.50293313,99.81%,,,
s_parts=124,s_parts=10,28921.8523,28.9218523,,,,,,,,,10,124,28.9218523,99.80%,,,
s_parts=124,s_parts=9,28922.09554,28.92209554,,,,,,,,,9,124,28.92209554,99.80%,,,
s_parts=124,s_parts=8,28924.6445,28.9246445,,,,,,,,,8,124,28.9246445,99.80%,,,
s_parts=125,s_parts=5,28936.07976,28.93607976,,,,,,,,,5,125,28.93607976,99.80%,,,
s_parts=124,s_parts=7,28948.96141,28.94896141,,,,,,,,,7,124,28.94896141,99.80%,,,
s_parts=124,s_parts=6,29158.16271,29.15816271,,,,,,,,,6,124,29.15816271,99.80%,,,
s_parts=124,s_parts=5,30762.65889,30.76265889,,,,,,,,,5,124,30.76265889,99.79%,,,
s_parts=123,s_parts=10,31235.23812,31.23523812,,,,,,,,,10,123,31.23523812,99.79%,,,
s_parts=123,s_parts=9,31235.48094,31.23548094,,,,,,,,,9,123,31.23548094,99.79%,,,
s_parts=123,s_parts=8,31238.02598,31.23802598,,,,,,,,,8,123,31.23802598,99.79%,,,
s_parts=123,s_parts=7,31262.30971,31.26230971,,,,,,,,,7,123,31.26230971,99.79%,,,
s_parts=123,s_parts=6,31471.26219,31.47126219,,,,,,,,,6,123,31.47126219,99.78%,,,
s_parts=123,s_parts=5,33074.12562,33.07412562,,,,,,,,,5,123,33.07412562,99.77%,,,
s_parts=198,s_parts=4,33736.51001,33.73651001,,,,,,,,,4,198,33.73651001,99.77%,,,
s_parts=199,s_parts=4,33736.51001,33.73651001,,,,,,,,,4,199,33.73651001,99.77%,,,
s_parts=200,s_parts=4,33736.51001,33.73651001,,,,,,,,,4,200,33.73651001,99.77%,,,
s_parts=196,s_parts=4,33736.51001,33.73651001,,,,,,,,,4,196,33.73651001,99.77%,,,
s_parts=197,s_parts=4,33736.51001,33.73651001,,,,,,,,,4,197,33.73651001,99.77%,,,
s_parts=195,s_parts=4,33736.51001,33.73651001,,,,,,,,,4,195,33.73651001,99.77%,,,
s_parts=194,s_parts=4,33736.51001,33.73651001,,,,,,,,,4,194,33.73651001,99.77%,,,
s_parts=193,s_parts=4,33736.51001,33.73651001,,,,,,,,,4,193,33.73651001,99.77%,,,
s_parts=192,s_parts=4,33736.51001,33.73651001,,,,,,,,,4,192,33.73651001,99.77%,,,
s_parts=191,s_parts=4,33736.51001,33.73651001,,,,,,,,,4,191,33.73651001,99.77%,,,
s_parts=190,s_parts=4,33736.51001,33.73651001,,,,,,,,,4,190,33.73651001,99.77%,,,
s_parts=189,s_parts=4,33736.51001,33.73651001,,,,,,,,,4,189,33.73651001,99.77%,,,
s_parts=188,s_parts=4,33736.51001,33.73651001,,,,,,,,,4,188,33.73651001,99.77%,,,
s_parts=187,s_parts=4,33736.51001,33.73651001,,,,,,,,,4,187,33.73651001,99.77%,,,
s_parts=186,s_parts=4,33736.51001,33.73651001,,,,,,,,,4,186,33.73651001,99.77%,,,
s_parts=185,s_parts=4,33736.51001,33.73651001,,,,,,,,,4,185,33.73651001,99.77%,,,
s_parts=184,s_parts=4,33736.51001,33.73651001,,,,,,,,,4,184,33.73651001,99.77%,,,
s_parts=183,s_parts=4,33736.51001,33.73651001,,,,,,,,,4,183,33.73651001,99.77%,,,
s_parts=182,s_parts=4,33736.51001,33.73651001,,,,,,,,,4,182,33.73651001,99.77%,,,
s_parts=181,s_parts=4,33736.51001,33.73651001,,,,,,,,,4,181,33.73651001,99.77%,,,
s_parts=180,s_parts=4,33736.51001,33.73651001,,,,,,,,,4,180,33.73651001,99.77%,,,
s_parts=179,s_parts=4,33736.51001,33.73651001,,,,,,,,,4,179,33.73651001,99.77%,,,
s_parts=178,s_parts=4,33736.51001,33.73651001,,,,,,,,,4,178,33.73651001,99.77%,,,
s_parts=177,s_parts=4,33736.51001,33.73651001,,,,,,,,,4,177,33.73651001,99.77%,,,
s_parts=176,s_parts=4,33736.51001,33.73651001,,,,,,,,,4,176,33.73651001,99.77%,,,
s_parts=175,s_parts=4,33736.51002,33.73651002,,,,,,,,,4,175,33.73651002,99.77%,,,
s_parts=174,s_parts=4,33736.51002,33.73651002,,,,,,,,,4,174,33.73651002,99.77%,,,
s_parts=173,s_parts=4,33736.51002,33.73651002,,,,,,,,,4,173,33.73651002,99.77%,,,
s_parts=172,s_parts=4,33736.51003,33.73651003,,,,,,,,,4,172,33.73651003,99.77%,,,
s_parts=171,s_parts=4,33736.51005,33.73651005,,,,,,,,,4,171,33.73651005,99.77%,,,
s_parts=170,s_parts=4,33736.51007,33.73651007,,,,,,,,,4,170,33.73651007,99.77%,,,
s_parts=169,s_parts=4,33736.51011,33.73651011,,,,,,,,,4,169,33.73651011,99.77%,,,
s_parts=168,s_parts=4,33736.51018,33.73651018,,,,,,,,,4,168,33.73651018,99.77%,,,
s_parts=167,s_parts=4,33736.5103,33.7365103,,,,,,,,,4,167,33.7365103,99.77%,,,
s_parts=166,s_parts=4,33736.5105,33.7365105,,,,,,,,,4,166,33.7365105,99.77%,,,
s_parts=165,s_parts=4,33736.51083,33.73651083,,,,,,,,,4,165,33.73651083,99.77%,,,
s_parts=164,s_parts=4,33736.51137,33.73651137,,,,,,,,,4,164,33.73651137,99.77%,,,
s_parts=163,s_parts=4,33736.51228,33.73651228,,,,,,,,,4,163,33.73651228,99.77%,,,
s_parts=162,s_parts=4,33736.51376,33.73651376,,,,,,,,,4,162,33.73651376,99.77%,,,
s_parts=161,s_parts=4,33736.51618,33.73651618,,,,,,,,,4,161,33.73651618,99.77%,,,
s_parts=160,s_parts=4,33736.52011,33.73652011,,,,,,,,,4,160,33.73652011,99.77%,,,
s_parts=159,s_parts=4,33736.52642,33.73652642,,,,,,,,,4,159,33.73652642,99.77%,,,
s_parts=158,s_parts=4,33736.53653,33.73653653,,,,,,,,,4,158,33.73653653,99.77%,,,
s_parts=157,s_parts=4,33736.55262,33.73655262,,,,,,,,,4,157,33.73655262,99.77%,,,
s_parts=156,s_parts=4,33736.57804,33.73657804,,,,,,,,,4,156,33.73657804,99.77%,,,
s_parts=155,s_parts=4,33736.61798,33.73661798,,,,,,,,,4,155,33.73661798,99.77%,,,
s_parts=154,s_parts=4,33736.68033,33.73668033,,,,,,,,,4,154,33.73668033,99.77%,,,
s_parts=153,s_parts=4,33736.77704,33.73677704,,,,,,,,,4,153,33.73677704,99.77%,,,
s_parts=152,s_parts=4,33736.9261,33.7369261,,,,,,,,,4,152,33.7369261,99.77%,,,
s_parts=151,s_parts=4,33737.1544,33.7371544,,,,,,,,,4,151,33.7371544,99.77%,,,
s_parts=150,s_parts=4,33737.50181,33.73750181,,,,,,,,,4,150,33.73750181,99.77%,,,
s_parts=149,s_parts=4,33738.02708,33.73802708,,,,,,,,,4,149,33.73802708,99.77%,,,
s_parts=148,s_parts=4,33738.81613,33.73881613,,,,,,,,,4,148,33.73881613,99.77%,,,
s_parts=147,s_parts=4,33739.99372,33.73999372,,,,,,,,,4,147,33.73999372,99.77%,,,
s_parts=146,s_parts=4,33741.73971,33.74173971,,,,,,,,,4,146,33.74173971,99.77%,,,
s_parts=145,s_parts=4,33744.31149,33.74431149,,,,,,,,,4,145,33.74431149,99.77%,,,
s_parts=144,s_parts=4,33748.07467,33.74807467,,,,,,,,,4,144,33.74807467,99.77%,,,
s_parts=143,s_parts=4,33753.54476,33.75354476,,,,,,,,,4,143,33.75354476,99.77%,,,
s_parts=142,s_parts=4,33761.44311,33.76144311,,,,,,,,,4,142,33.76144311,99.77%,,,
s_parts=141,s_parts=4,33772.77151,33.77277151,,,,,,,,,4,141,33.77277151,99.77%,,,
s_parts=140,s_parts=4,33788.91059,33.78891059,,,,,,,,,4,140,33.78891059,99.77%,,,
s_parts=139,s_parts=4,33811.7483,33.8117483,,,,,,,,,4,139,33.8117483,99.77%,,,
s_parts=138,s_parts=4,33843.84632,33.84384632,,,,,,,,,4,138,33.84384632,99.77%,,,
